ID,Region,GenderNow,Age,Marital,Degree,Employed,Income,Polviews,Pres16,DeathPenalty,Courts,Attend,Postlife,Happy,Satfin,Energy
185,West,Not applicable,46,Divorced,Bachelor,Yes,$130000 +,Moderate,NA,Oppose,About right,Never,Yes,Not too happy,More or less,About right
186,West,Woman,21,Never married,High school,No,"[0, 24999]",Liberal,Clinton,Oppose,Too harsh,Never,No,Very happy,Satisfied,Too little
187,West,Not applicable,72,Divorced,Less than high school,No,"[75000, 129999]",Moderate,NA,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,About right
188,West,Not applicable,46,Married,Bachelor,Yes,"[75000, 129999]",Slightly liberal,Clinton,Oppose,Not harsh enough,Monthly,Yes,Pretty happy,Not at all,About right
189,West,Woman,21,Never married,High school,No,NA,Moderate,NA,Favor,Don't know,Never,No,Pretty happy,Satisfied,About right
190,West,Man,46,Never married,High school,Yes,"[50000, 74999]",Conservative,NA,Favor,Not harsh enough,Never,No,Not too happy,Satisfied,Too little
191,West,Man,53,Divorced,High school,Yes,"[75000, 129999]",Moderate,NA,Favor,Not harsh enough,Weekly,Yes,Very happy,Satisfied,Too little
192,West,Woman,74,Widowed,Graduate,No,Not applicable,Conservative,NA,Favor,Too harsh,Weekly,Yes,Not too happy,More or less,About right
193,West,Man,70,Divorced,Less than high school,No,Not applicable,Moderate,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Not at all,Don't know
194,West,Not applicable,36,Married,Bachelor,Yes,"[50000, 74999]",Moderate,Other,Oppose,Not harsh enough,Monthly,Yes,Pretty happy,More or less,Too little
195,West,Man,57,Married,Less than high school,No,Not applicable,Extrmly conservative,NA,Favor,About right,Occasionally,Don't know,Pretty happy,Not at all,Too little
196,West,Not applicable,60,Never married,Bachelor,Yes,"[75000, 129999]",Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Not too happy,Satisfied,About right
197,West,Woman,53,Divorced,Less than high school,Yes,"[0, 24999]",Extrmly conservative,NA,Favor,Not harsh enough,Occasionally,Don't know,Pretty happy,More or less,About right
198,West,Not applicable,69,Married,High school,Yes,"[0, 24999]",Slightly liberal,Clinton,Oppose,Too harsh,Occasionally,Yes,Pretty happy,More or less,Too little
199,West,Woman,38,Married,Bachelor,Yes,"[50000, 74999]",Moderate,Clinton,Favor,Not harsh enough,Never,Yes,Very happy,More or less,About right
200,West,Not applicable,48,Married,High school,Yes,"[0, 24999]",Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Satisfied,Too little
201,West,Not applicable,30,Never married,Bachelor,Yes,"[75000, 129999]",Moderate,NA,Favor,About right,Never,Yes,Pretty happy,More or less,About right
202,West,Not applicable,29,Never married,High school,No,$130000 +,Moderate,Clinton,Favor,About right,Occasionally,Yes,Very happy,Satisfied,Too little
203,West,Woman,68,Married,Bachelor,No,Not applicable,Liberal,Clinton,Favor,Don't know,Monthly,Yes,Very happy,Satisfied,Too little
204,West,Not applicable,64,Married,High school,No,Not applicable,Moderate,NA,Oppose,About right,Occasionally,Yes,Pretty happy,More or less,Too little
205,West,Man,43,Married,Graduate,No,Not applicable,Liberal,NA,Favor,Not harsh enough,Weekly,Yes,Very happy,More or less,Don't know
206,West,Woman,69,Widowed,High school,No,Not applicable,Moderate,NA,Favor,Not harsh enough,Never,Yes,Not too happy,Satisfied,Too little
207,West,Not applicable,47,Married,High school,Yes,"[50000, 74999]",Conservative,NA,Favor,Not harsh enough,Never,No,Pretty happy,More or less,About right
208,West,Man,57,Married,High school,No,Not applicable,Extrmly conservative,Trump,Favor,Not harsh enough,Monthly,Yes,Pretty happy,More or less,Too much
209,West,Man,50,Married,Graduate,Yes,Not applicable,Liberal,Clinton,Oppose,Too harsh,Occasionally,Yes,Not too happy,Not at all,About right
210,West,Woman,25,Never married,High school,No,NA,Moderate,Clinton,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,About right
211,West,Man,75,Divorced,High school,No,Not applicable,Extremely liberal,Clinton,NA,Don't know,Monthly,Yes,Very happy,Satisfied,Too little
212,West,Man,46,Married,High school,Yes,"[75000, 129999]",Conservative,Trump,Favor,Not harsh enough,Occasionally,No,Very happy,More or less,About right
213,West,Not applicable,77,Divorced,Less than high school,No,Not applicable,Moderate,NA,Favor,Not harsh enough,Never,Yes,Not too happy,More or less,About right
214,West,Woman,18,Never married,Less than high school,No,Not applicable,Moderate,NA,Oppose,Not harsh enough,Never,Yes,Pretty happy,Satisfied,About right
215,West,Woman,62,Married,High school,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too little
216,West,Not applicable,30,Married,Junior college,Yes,"[0, 24999]",Moderate,Clinton,Oppose,Don't know,Occasionally,Yes,Pretty happy,More or less,About right
217,West,Woman,70,Widowed,Less than high school,No,Not applicable,NA,Clinton,Oppose,Don't know,Weekly,Yes,Not too happy,Not at all,Too little
218,West,Not applicable,50,Married,Less than high school,Yes,"[0, 24999]",Slightly liberal,NA,Oppose,Too harsh,Never,Yes,Not too happy,More or less,About right
219,West,Not applicable,44,Separated,High school,No,Not applicable,Conservative,NA,Favor,Not harsh enough,Monthly,Yes,Pretty happy,More or less,Too much
220,West,Woman,33,Married,High school,Yes,"[25000, 49999]",Liberal,NA,Oppose,Not harsh enough,Weekly,Yes,Very happy,Satisfied,About right
221,West,Woman,34,Married,Graduate,Yes,"[75000, 129999]",Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,About right
222,West,Woman,46,Married,Bachelor,Yes,Not applicable,Extremely liberal,Clinton,Oppose,Not harsh enough,Never,No,Pretty happy,More or less,Too little
223,West,Not applicable,51,Married,High school,Yes,Not applicable,Moderate,NA,Favor,About right,Monthly,Yes,Very happy,More or less,Too little
224,West,Man,28,Never married,High school,Yes,"[25000, 49999]",Conservative,NA,Oppose,Too harsh,Occasionally,Yes,Not too happy,Satisfied,Too little
225,West,Not applicable,74,Divorced,Bachelor,Yes,"[0, 24999]",Moderate,Clinton,Favor,Not harsh enough,Occasionally,Yes,Very happy,More or less,Too much
226,West,Woman,29,Never married,High school,Yes,"[0, 24999]",Moderate,Other,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,Too little
227,West,Not applicable,49,Married,Less than high school,No,"[0, 24999]",Liberal,NA,Favor,About right,Never,Yes,Very happy,More or less,Too much
228,West,Woman,28,Never married,Bachelor,Yes,"[25000, 49999]",Slightly liberal,NA,Oppose,Don't know,Occasionally,Yes,Pretty happy,More or less,Too little
229,West,Woman,48,Separated,High school,No,Not applicable,Slghtly conservative,NA,Favor,Not harsh enough,Occasionally,Yes,Not too happy,Not at all,Too little
230,West,Woman,24,Never married,High school,Yes,Not applicable,Moderate,NA,Oppose,Don't know,Never,Yes,Very happy,Satisfied,Too little
231,West,Woman,51,Divorced,High school,Yes,"[0, 24999]",Moderate,NA,Oppose,Don't know,Never,Yes,Very happy,More or less,About right
232,West,Woman,42,Divorced,Bachelor,Yes,"[50000, 74999]",Conservative,NA,Favor,Not harsh enough,Monthly,No,Pretty happy,More or less,Too little
233,West,Man,44,Married,Bachelor,Yes,NA,Moderate,Clinton,Favor,Don't know,Weekly,Yes,Very happy,Satisfied,Too little
234,West,Not applicable,33,Married,High school,No,Not applicable,Extremely liberal,NA,Favor,About right,Never,Yes,Very happy,More or less,About right
235,West,Man,29,Married,High school,Yes,"[25000, 49999]",Slghtly conservative,NA,Favor,Don't know,Never,Don't know,Pretty happy,More or less,Too little
236,West,Woman,48,Married,Bachelor,Yes,"[75000, 129999]",Liberal,Clinton,Oppose,Don't know,Never,No,Pretty happy,Satisfied,Too little
237,West,Not applicable,62,Widowed,Less than high school,Yes,"[25000, 49999]",Moderate,Trump,Favor,Don't know,Weekly,Yes,Very happy,Satisfied,Too little
238,West,Woman,88,Widowed,High school,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Not too happy,More or less,About right
239,West,Man,65,Married,Graduate,No,"[75000, 129999]",Slghtly conservative,Trump,Favor,Not harsh enough,Monthly,Yes,Pretty happy,More or less,Too much
240,West,Not applicable,28,Married,High school,No,Not applicable,Slightly liberal,Clinton,Favor,Too harsh,Never,Don't know,Pretty happy,Satisfied,About right
241,West,Woman,58,Married,Junior college,Yes,"[25000, 49999]",Moderate,Clinton,Favor,Not harsh enough,Weekly,No,Very happy,More or less,About right
242,West,Man,26,Never married,High school,Yes,"[25000, 49999]",Moderate,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,Too little
243,West,Woman,61,Married,High school,Yes,"[25000, 49999]",Extrmly conservative,Trump,Favor,Too harsh,Monthly,Yes,Pretty happy,Not at all,About right
244,West,Not applicable,30,Married,High school,Yes,"[25000, 49999]",Slightly liberal,NA,NA,About right,Never,Don't know,Pretty happy,More or less,About right
245,West,Transgender,22,Never married,High school,Yes,Not applicable,Liberal,Clinton,Favor,Not harsh enough,Occasionally,Yes,Not too happy,Not at all,Too much
246,West,Not applicable,24,Never married,High school,Yes,NA,Moderate,NA,Oppose,Not harsh enough,Monthly,Yes,Pretty happy,More or less,About right
247,West,Man,29,Never married,High school,Yes,"[25000, 49999]",Moderate,Clinton,Favor,About right,Occasionally,Yes,Very happy,Satisfied,About right
248,Midwest,Man,70,Widowed,High school,No,Not applicable,Moderate,Trump,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,Too little
249,Midwest,Man,34,Never married,Graduate,Yes,NA,Moderate,NA,Oppose,Too harsh,Occasionally,Yes,Pretty happy,More or less,Too little
250,Midwest,Not applicable,66,Married,High school,No,Not applicable,Slghtly conservative,NA,Favor,Not harsh enough,Occasionally,No,Very happy,Satisfied,About right
251,Midwest,Woman,84,Divorced,High school,No,Not applicable,Slghtly conservative,NA,Favor,Not harsh enough,Monthly,Yes,Pretty happy,Satisfied,Too little
252,Midwest,NA,37,Married,Bachelor,Yes,$130000 +,Slightly liberal,Clinton,Oppose,Too harsh,Never,No,Very happy,Satisfied,Too little
253,Midwest,Not applicable,61,Divorced,Junior college,No,"[0, 24999]",Liberal,NA,Oppose,Too harsh,Weekly,Yes,Not too happy,Not at all,Too little
254,Midwest,Not applicable,58,Never married,High school,No,Not applicable,Conservative,NA,Oppose,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too little
255,Midwest,Not applicable,88,Divorced,Less than high school,No,Not applicable,Slightly liberal,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,Too much
256,Midwest,Not applicable,80,Separated,Less than high school,No,Not applicable,Extremely liberal,NA,Favor,Not harsh enough,Weekly,No,Pretty happy,Satisfied,Too little
257,Midwest,Man,36,Never married,High school,Yes,"[25000, 49999]",Moderate,NA,Oppose,Too harsh,Never,Yes,Pretty happy,Not at all,Too little
258,Midwest,Not applicable,33,Never married,Bachelor,Yes,Not applicable,Liberal,Clinton,Oppose,Not harsh enough,Never,Don't know,Pretty happy,Not at all,Too little
259,Midwest,Not applicable,81,Widowed,Bachelor,No,Not applicable,Moderate,Other,Oppose,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too much
260,Midwest,Man,31,Married,High school,Yes,"[50000, 74999]",Slghtly conservative,Clinton,Favor,Not harsh enough,Monthly,No,Pretty happy,More or less,About right
261,Midwest,Not applicable,69,Married,Bachelor,No,Not applicable,Liberal,Clinton,Oppose,Too harsh,Monthly,Yes,Very happy,Satisfied,Too little
262,Midwest,Man,26,Never married,Bachelor,Yes,"[0, 24999]",Liberal,Clinton,Oppose,Don't know,Never,Don't know,Pretty happy,Satisfied,Too little
263,Midwest,Man,45,Married,Bachelor,Yes,"[50000, 74999]",Moderate,NA,Oppose,About right,Occasionally,Yes,Very happy,More or less,About right
264,Midwest,Woman,54,Married,Bachelor,Yes,Not applicable,Conservative,Trump,Oppose,Not harsh enough,Monthly,Yes,Pretty happy,Not at all,Too little
265,Midwest,Not applicable,61,Married,Bachelor,No,"[25000, 49999]",Slghtly conservative,Other,Favor,Not harsh enough,Monthly,Yes,Pretty happy,Not at all,Too little
266,Midwest,Man,19,Never married,High school,No,Not applicable,Liberal,NA,Oppose,Too harsh,Weekly,Yes,Pretty happy,More or less,Too little
267,Midwest,Man,58,Separated,Bachelor,Yes,"[75000, 129999]",Liberal,Clinton,Oppose,Don't know,Occasionally,No,Pretty happy,More or less,Too little
268,Midwest,Not applicable,50,Divorced,Junior college,Yes,"[75000, 129999]",Moderate,Clinton,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,About right
269,Midwest,Man,36,Never married,Bachelor,Yes,"[50000, 74999]",Slightly liberal,Clinton,Oppose,Too harsh,Occasionally,Yes,Pretty happy,More or less,Too little
270,Midwest,Not applicable,27,Never married,High school,Yes,"[25000, 49999]",Liberal,Other,Favor,Too harsh,Occasionally,Yes,Pretty happy,More or less,Too little
271,Midwest,Not applicable,51,Never married,High school,Yes,"[25000, 49999]",Moderate,Trump,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,Too little
272,Midwest,Not applicable,48,Married,Bachelor,Yes,Not applicable,Slghtly conservative,NA,Oppose,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too little
273,Midwest,Woman,29,Never married,High school,Yes,"[0, 24999]",Slightly liberal,Clinton,Oppose,Too harsh,Weekly,Yes,Not too happy,More or less,Too little
274,Midwest,Not applicable,65,Divorced,Graduate,Yes,"[0, 24999]",Extremely liberal,Clinton,Oppose,Too harsh,Weekly,Yes,Very happy,Not at all,Too little
275,Midwest,Woman,67,Never married,Bachelor,No,"[50000, 74999]",Liberal,Clinton,Oppose,Not harsh enough,Weekly,Yes,Pretty happy,Satisfied,Too little
276,Midwest,Man,53,Married,Bachelor,Yes,"[75000, 129999]",Slightly liberal,NA,Favor,About right,Never,Don't know,Pretty happy,Satisfied,Too little
277,Midwest,Man,45,Married,Graduate,Yes,$130000 +,Liberal,Clinton,Favor,Not harsh enough,Occasionally,Yes,Very happy,Satisfied,Too little
278,Midwest,Woman,36,Divorced,High school,Yes,"[0, 24999]",Liberal,Clinton,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,Too little
279,Midwest,Man,60,Married,High school,Yes,"[75000, 129999]",Extrmly conservative,Other,Favor,Not harsh enough,Never,No,Very happy,Satisfied,Too much
280,Midwest,Woman,63,Married,Bachelor,Yes,"[50000, 74999]",Moderate,Clinton,Oppose,Not harsh enough,Weekly,Yes,Very happy,Satisfied,Too little
281,Midwest,Not applicable,52,Divorced,High school,Yes,"[50000, 74999]",Moderate,Trump,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
282,Midwest,Man,34,Married,High school,Yes,"[25000, 49999]",Liberal,NA,Oppose,Too harsh,Occasionally,Don't know,Very happy,Not at all,Too little
283,Midwest,Man,58,Married,High school,Yes,"[25000, 49999]",Slghtly conservative,Trump,Favor,Not harsh enough,Occasionally,Don't know,Pretty happy,Not at all,About right
284,Midwest,Not applicable,63,Married,High school,No,"[75000, 129999]",Slghtly conservative,Trump,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,About right
285,Midwest,Woman,71,Divorced,Bachelor,No,Not applicable,Liberal,Clinton,Favor,Not harsh enough,Occasionally,No,Very happy,More or less,Too little
286,Midwest,Woman,67,Married,High school,No,Not applicable,Moderate,Clinton,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,About right
287,Midwest,Woman,65,Divorced,Bachelor,No,$130000 +,Moderate,Clinton,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Not at all,About right
288,Midwest,Not applicable,39,Never married,High school,Yes,"[25000, 49999]",Slightly liberal,Clinton,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,About right
289,Midwest,Woman,46,Separated,High school,Yes,Not applicable,Moderate,NA,NA,Not harsh enough,Occasionally,Yes,Very happy,Satisfied,Too little
290,Midwest,Not applicable,83,Widowed,High school,No,Not applicable,Slightly liberal,Clinton,Oppose,Not harsh enough,Monthly,Yes,Pretty happy,More or less,About right
291,Midwest,Man,59,Divorced,Bachelor,Yes,"[75000, 129999]",Extrmly conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Very happy,More or less,Too much
292,Midwest,Woman,63,Married,Graduate,Yes,NA,Moderate,NA,Oppose,Not harsh enough,NA,Yes,Very happy,Satisfied,Too little
293,Midwest,Woman,38,Never married,High school,Yes,"[25000, 49999]",Moderate,Trump,Favor,Too harsh,Never,No,Pretty happy,Not at all,Too little
294,Midwest,Not applicable,50,Divorced,High school,Yes,"[25000, 49999]",Slghtly conservative,Trump,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,About right
295,Midwest,Woman,18,Never married,High school,No,Not applicable,NA,NA,Oppose,Too harsh,Never,Yes,Pretty happy,More or less,About right
296,Midwest,Not applicable,45,Married,Bachelor,Yes,"[50000, 74999]",Liberal,Clinton,Favor,About right,Never,Yes,Pretty happy,Satisfied,About right
297,South,Woman,18,Never married,Less than high school,No,Not applicable,Slghtly conservative,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,About right
298,South,Not applicable,39,Never married,Graduate,No,Not applicable,Slightly liberal,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Not at all,Too little
299,South,Not applicable,31,Never married,Graduate,Yes,"[50000, 74999]",Moderate,Clinton,Oppose,Don't know,Occasionally,Yes,Pretty happy,Not at all,Too little
300,South,Woman,44,Never married,Bachelor,Yes,"[75000, 129999]",Moderate,NA,Oppose,Too harsh,Weekly,Yes,Pretty happy,More or less,Don't know
