ID,trip.frequency,payment.options,payment.options_text,prepaid.transit_value,prepaid.transit_other,discount.eligible,discount.other,discount.senior,discount.veteran,discount.student,discount.other_recieve,Q3.4_4_TEXT,discount.ineligible,discount.idk,financial.checking,financial.savings,financial.prepaid,financial.credit,financial.checkcashing,financial.loan,financial.peer,financial.wire,financial.mobile,financial.other,financial.other_text,bank.interest,bank.hours,bank.location,bank.fees_high,bank.fees_unpredictable,bank.useless,bank.distrust,bank.minbalance,bank.privacy,bank.identification,bank.other,bank.other_text,prepaid.card_from,prepaid.card_other,preference.credit,preference.phone,preference.prepaid_debit,preference.debit,preference.prepaid_gov,challenge.phone,challenge.phone_other,challenge.prepaid_gov,challenge.prepaid_gov_other,gender,income,benefits,benefits.other,employment,employment.other,section1,section3,section4,section5,section6,complete,payment.other,payment.cash,payment.prepaid,payment.mobile,payment.card,phone.wifi,phone.money,phone.identity,phone.fees,phone.balance,prepaid.places,prepaid.money,prepaid.sharing,prepaid.identity,prepaid.fees,prepaid.balance,calfresh,wic,medical,healthyfam,calworks,housing,female,male,other,inc.less25,inc.25,inc.50plus,financial.count,unbanked,checking.only,savings.only,both.accounts,some.banking,prefer.none
158,Five days a week,Other (please write in),Disabled card,NA,NA,"Yes, another discount (please write in)",Disabled ,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,NA,Yes,No,No,No,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a bank branch or website,NA,Would not use,Would not use,Would not use,Would not use,Would not use,Not having wifi access,NA,NA,NA,Female,"$25,000 to $49,999",NA,NA,Professional or technical,Health Care,1,1,1,0,0,3,FALSE,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,NA,No,Yes,No,1,No,NA,No,NA,Yes,1
159,Less than once a week,Cash,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,No,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Already use,Would not use,Would not use,Would not use,Would not use,Identity concerns,NA,Ways to add money,NA,Female,NA,NA,NA,University faculty or staff,NA,1,1,1,1,0,4,FALSE,Yes,No,No,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,No,NA,NA,NA,NA,1,No,No,No,Yes,Yes,0
160,Six or seven days a week,"Prepaid card from transit agency,Mobile phone (QR Code, digital wallet, mobile ticket, etc.),Other (please write in)",School ID,Through an online transit agency account that is connected to my card,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a bank branch or website,NA,Would like to use,Would like to use,Would like to use,Would like to use,Would like to use,Monthly fees,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,3,FALSE,No,Prepaid card from transit agency,Mobile phone,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NA,NA,NA,NA,1,No,No,No,Yes,Yes,0
161,Six or seven days a week,Cash,NA,NA,NA,"Yes, senior citizen discount,Yes, another discount (please write in)",Disability ,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Would not use,Would not use,Would not use,Would not use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance,Other (please write in)",Stolen identity ,"Places to get it,Ways to add money,Sharing the card with family members,Identity concerns,Monthly fees,Knowing the balance",NA,Female,"Less than $25,000","CalFresh or SNAP,Medi-Cal,Housing Assistance Program",NA,Unemployed,Retired ,1,1,1,1,1,5,FALSE,Yes,No,No,No,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,Yes,No,NA,Yes,No,No,1,No,Yes,No,No,Yes,1
162,Three days a week,Cash,NA,NA,NA,"Yes, senior citizen discount",NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,Would like to use,Would not use,Would not use,Would not use,Would not use,Not having wifi access,NA,Places to get it,NA,Female,"$25,000 to $49,999",CalFresh or SNAP,NA,Unemployed,NA,1,1,1,1,0,4,FALSE,Yes,No,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Yes,No,NA,No,Yes,No,1,Yes,No,No,No,NA,0
163,Two days a week,Cash,NA,NA,NA,"Yes, student discount",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a website or other that is not a bank,NA,Already use,Would not use,Would not use,Would not use,Would not use,Other (please write in),NA,Places to get it,NA,Male,"$25,000 to $49,999",CalFresh or SNAP,NA,Unemployed,NA,1,1,1,1,0,4,FALSE,Yes,No,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,No,Yes,NA,No,Yes,No,1,No,No,No,Yes,Yes,0
164,Three days a week,Cash,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,NA,From a government agency,NA,Would like to use,Would like to use,NA,Would like to use,Would like to use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees",NA,NA,NA,Female,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,NA,1,1,1,0,0,3,FALSE,Yes,No,No,No,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,No,NA,Yes,No,No,1,Yes,No,No,No,NA,0
165,Five days a week,Cash,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From somewhere else (please write in),Tax company ,Would like to use,Would like to use,Would like to use,Already use,Would like to use,NA,NA,NA,NA,Male,"$25,000 to $49,999",NA,NA,Production/construction or crafts,NA,1,1,1,0,0,3,FALSE,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,NA,No,Yes,No,1,No,Yes,No,No,Yes,0
166,Six or seven days a week,"Cash,Prepaid card from transit agency,Contact-less/tap payment with a credit card or prepaid debit card",NA,Other (please write in),Call in and get a loan,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,No,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,NA,NA,From somewhere else (please write in),11-Jul,Would like to use,Would like to use,Would like to use,Would like to use,Would like to use,"Not having wifi access,Ways to add money",NA,NA,NA,Male,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Sales or marketing,NA,1,1,1,0,1,4,FALSE,Yes,Prepaid card from transit agency,No,Contact-less payment,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,No,Yes,NA,Yes,No,No,1,Yes,No,No,No,NA,0
167,Four days a week,"Prepaid card from transit agency,Other (please write in)",Connect card,Through an online transit agency account that is connected to my card,NA,"Yes, another discount (please write in)",Disability ,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,Yes,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Would not use,Would not use,Would not use,Would not use,"Not having wifi access,Ways to add money,Identity concerns",NA,Identity concerns,NA,Female,"Less than $25,000","Medi-Cal,Other (Please write in)",SII,Unemployed,SSI,1,1,1,1,1,5,FALSE,No,Prepaid card from transit agency,No,No,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Yes,No,NA,Yes,No,No,1,No,No,No,Yes,Yes,1
168,Five days a week,"Prepaid card from transit agency,Other (please write in)",Connect card ,Cash at card kiosks or vending machines in transit stations/at stops,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Would not use,Would like to use,Would like to use,Would like to use,NA,NA,"Monthly fees,Knowing the balance",NA,Female,NA,"CalFresh or SNAP,Medi-Cal",NA,Clerical and administrative support,NA,1,1,1,0,0,3,FALSE,No,Prepaid card from transit agency,No,No,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,Yes,No,NA,NA,NA,NA,1,No,No,No,Yes,Yes,0
169,Five days a week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,FALSE,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
170,Five days a week,"Prepaid card from transit agency,Other (please write in)",Connect card ,Cash at card kiosks or vending machines in transit stations/at stops,NA,"Yes, senior citizen discount,Yes, another discount (please write in)",Disability ,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,No,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Would not use,Would not use,Would not use,Would not use,"Not having wifi access,Ways to add money",NA,NA,NA,Female,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Services or repair,NA,1,1,1,0,1,4,FALSE,No,Prepaid card from transit agency,No,No,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,No,NA,Yes,No,No,1,No,Yes,No,No,Yes,1
171,Six or seven days a week,"Cash,Prepaid card from transit agency,Contact-less/tap payment with a credit card or prepaid debit card",NA,Through an online transit agency account that is connected to my card,NA,"Yes, another discount (please write in)",Disability ,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a government agency,NA,Would not use,Would like to use,Would not use,Would like to use,Would not use,NA,NA,NA,NA,Female,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,NA,1,1,1,0,0,3,FALSE,Yes,Prepaid card from transit agency,No,Contact-less payment,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,No,NA,Yes,No,No,1,No,No,No,Yes,Yes,0
172,Four days a week,Cash,NA,NA,NA,I don't know,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,NA,Not at all interested,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,Would not use,Would not use,Would not use,Would not use,Would not use,Not having wifi access,NA,Places to get it,NA,Male,"Less than $25,000",NA,NA,Unemployed,NA,1,1,1,1,0,4,FALSE,Yes,No,No,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Yes,NA,Yes,No,No,1,Yes,No,No,No,NA,1
173,Three days a week,Cash,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,Somewhat interested,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Would not use,Would not use,Would not use,Would not use,Would not use,NA,NA,NA,NA,Female,"$25,000 to $49,999",NA,NA,Unemployed,NA,1,1,1,0,0,3,FALSE,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,NA,No,Yes,No,1,Yes,No,No,No,NA,1
174,NA,Cash,NA,NA,NA,"Yes, student discount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,2,FALSE,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
175,Five days a week,Prepaid card from transit agency,NA,Other (please write in),Hospital office volunteer ,"Yes, senior citizen discount,Yes, another discount (please write in)",Sutter hospital discount ,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,3,FALSE,No,Prepaid card from transit agency,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NA,NA,NA,NA,1,No,NA,No,NA,Yes,NA
176,Five days a week,"Mobile phone (QR Code, digital wallet, mobile ticket, etc.)",NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Would not use,Would not use,Already use,Would not use,NA,NA,NA,NA,Female,"$25,000 to $49,999",NA,NA,NA,Cook,1,1,1,0,0,3,FALSE,No,No,Mobile phone,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,NA,No,Yes,No,1,No,Yes,No,No,Yes,0
177,Less than once a week,Contact-less/tap payment with a credit card or prepaid debit card,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From an employer,NA,Already use,Would not use,Would not use,Would like to use,Would not use,NA,NA,Identity concerns,NA,Male,"$25,000 to $49,999",NA,NA,Services or repair,NA,1,1,1,0,0,3,FALSE,No,No,No,Contact-less payment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,Yes,NA,No,Yes,No,1,No,No,No,Yes,Yes,0
178,Two days a week,"Mobile phone (QR Code, digital wallet, mobile ticket, etc.)",NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,No,No,No,Yes,Yes,No,No,NA,Not very interested,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,NA,NA,NA,Would not use,Would not use,Already use,Would not use,Would like to use,NA,NA,NA,NA,Male,"Less than $25,000",NA,NA,Unemployed,NA,1,1,1,0,0,3,FALSE,No,No,Mobile phone,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,NA,Yes,No,No,1,Yes,No,No,No,NA,0
179,Less than once a week,Contact-less/tap payment with a credit card or prepaid debit card,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Already use,Would like to use,Would not use,Would like to use,Would not use,Knowing the balance,NA,"Places to get it,Ways to add money,Sharing the card with family members,Identity concerns,Monthly fees,Knowing the balance",NA,Male,"$50,000 or more",NA,NA,Clerical and administrative support,NA,1,1,1,1,0,4,FALSE,No,No,No,Contact-less payment,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,No,Yes,NA,No,No,Yes,1,No,No,No,Yes,Yes,0
180,Two days a week,Other (please write in),Online ticket ,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,Yes,No,Yes,No,Yes,NA,NA,NA,No,No,No,No,No,No,No,NA,No,Yes,Haven’t taken the time to do it ,From somewhere else (please write in),Go into check cashing and buy the card there ,Would like to use,Already use,Already use,Already use,Would like to use,NA,NA,"Places to get it,Ways to add money",NA,Male,"$25,000 to $49,999","CalFresh or SNAP,Housing Assistance Program",NA,NA,Disabled ,1,1,1,0,0,3,FALSE,No,No,No,No,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,No,Yes,NA,No,Yes,No,1,Yes,No,No,No,NA,0
181,Two days a week,Cash,NA,NA,NA,"Yes, another discount (please write in)",Disability ,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would like to use,Would not use,Would not use,Would like to use,Would like to use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,NA,NA,Female,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,NA,1,1,1,0,0,3,FALSE,Yes,No,No,No,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,No,NA,Yes,No,No,1,No,Yes,No,No,Yes,0
182,Six or seven days a week,Cash,NA,NA,NA,"Yes, another discount (please write in)",Disability ,NA,NA,NA,Probably yes,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would like to use,Would like to use,Would not use,Would not use,Would not use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Knowing the balance",NA,Male,"$25,000 to $49,999",Other (Please write in),Medicare ,Unemployed,Disability ,1,1,1,1,0,4,FALSE,Yes,No,No,No,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,No,Yes,NA,No,Yes,No,1,No,Yes,No,No,Yes,0
183,Five days a week,Other (please write in),I work here ,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,3,FALSE,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NA,NA,NA,NA,1,No,No,No,Yes,Yes,NA
184,NA,Cash,NA,NA,NA,"Yes, senior citizen discount",NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,No,No,Yes,No,NA,NA,Not very interested,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,NA,From a website or other that is not a bank,NA,Would not use,Would like to use,Would like to use,Would not use,Would like to use,"Not having wifi access,Ways to add money",NA,Ways to add money,NA,Male,"$25,000 to $49,999","CalFresh or SNAP,Medi-Cal",NA,Unemployed,Retired,1,1,1,1,1,5,FALSE,Yes,No,No,No,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,No,Yes,NA,No,Yes,No,1,Yes,No,No,No,NA,0
185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,FALSE,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
186,NA,Cash,NA,NA,NA,"Yes, senior citizen discount",NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a bank branch or website,NA,Already use,Would like to use,Already use,Already use,Already use,Monthly fees,NA,Monthly fees,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,4,FALSE,Yes,No,No,No,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No,No,NA,NA,NA,NA,1,No,No,Yes,No,Yes,0
187,Five days a week,Cash,NA,NA,NA,"Yes, senior citizen discount",NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,NA,Not at all interested,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,Would not use,Would like to use,Would like to use,Would not use,Would like to use,"Not having wifi access,Ways to add money,Monthly fees,Knowing the balance,Other (please write in)",Don’t have a phone ,"Ways to add money,Monthly fees,Knowing the balance",NA,Male,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,Retired ,1,1,1,1,0,4,FALSE,Yes,No,No,No,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,No,Yes,NA,Yes,No,No,1,Yes,No,No,No,NA,0
188,Six or seven days a week,Cash,NA,NA,NA,"Yes, another discount (please write in)",Disability,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,Yes,Yes,Yes,No,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From somewhere else (please write in),Walmart,Would not use,Would not use,Would like to use,Would like to use,Would not use,"Not having wifi access,Ways to add money,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Identity concerns",NA,Female,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,Disability ,1,1,1,1,0,4,FALSE,Yes,No,No,No,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,Yes,No,NA,Yes,No,No,1,No,No,No,Yes,Yes,0
189,Three days a week,"Prepaid card from transit agency,Other (please write in)",Connect card ,Cash at card kiosks or vending machines in transit stations/at stops,NA,"Yes, another discount (please write in)",Disability ,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a bank branch or website,NA,Would not use,Would like to use,Would not use,Would not use,Would not use,"Not having wifi access,Monthly fees,Knowing the balance",NA,"Ways to add money,Identity concerns",NA,Female,"Less than $25,000",NA,NA,Unemployed,NA,1,1,1,1,0,4,FALSE,No,Prepaid card from transit agency,No,No,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,Yes,No,NA,Yes,No,No,1,No,No,No,Yes,Yes,0
190,Six or seven days a week,Cash,NA,NA,NA,"Yes, another discount (please write in)",Disabled ,NA,NA,NA,Probably yes,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would like to use,Would not use,Would not use,Would like to use,Would not use,"Not having wifi access,Identity concerns,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Identity concerns,Knowing the balance",NA,Non-binary / other gender,"Less than $25,000",NA,NA,Unemployed,NA,1,1,1,1,0,4,FALSE,Yes,No,No,No,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,No,No,Non-binary / other gender,Yes,No,No,1,No,Yes,No,No,Yes,0
191,Four days a week,Cash,NA,NA,NA,"Yes, senior citizen discount",NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,NA,Somewhat interested,No,No,No,No,Yes,Yes,No,No,Yes,NA,NA,NA,NA,Would not use,Would not use,Would like to use,Would like to use,Would like to use,Identity concerns,NA,"Ways to add money,Knowing the balance",NA,Male,"Less than $25,000",NA,NA,Unemployed,NA,1,1,1,1,0,4,FALSE,Yes,No,No,No,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,No,Yes,NA,Yes,No,No,1,Yes,No,No,No,NA,0
192,Less than once a week,Cash,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,Yes,NA,NA,Not at all interested,No,No,Yes,Yes,No,No,No,Yes,Yes,No,NA,From an employer,NA,Would like to use,Would not use,Would like to use,Would not use,Would not use,Not having wifi access,NA,"Places to get it,Ways to add money,Sharing the card with family members,Identity concerns",NA,Male,"Less than $25,000",NA,NA,Sales or marketing,NA,1,1,1,1,0,4,FALSE,Yes,No,No,No,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,No,Yes,NA,Yes,No,No,1,Yes,No,No,No,NA,0
193,Six or seven days a week,Prepaid card from transit agency,NA,Credit card at card kiosks or vending machines in transit stations/at stops,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From an employer,NA,Would not use,Would like to use,Would like to use,Would not use,Would not use,"Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Sharing the card with family members,Identity concerns,Monthly fees,Knowing the balance",NA,Male,"Less than $25,000",NA,NA,Sales or marketing,NA,1,1,1,1,0,4,FALSE,No,Prepaid card from transit agency,No,No,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,No,Yes,NA,Yes,No,No,1,No,No,No,Yes,Yes,0
194,Four days a week,"Prepaid card from transit agency,Other (please write in)",Connect card ,Cash at card kiosks or vending machines in transit stations/at stops,NA,I don't know,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Would not use,Would not use,Already use,Would not use,NA,NA,Identity concerns,NA,Female,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,Disability ,1,1,1,0,0,3,FALSE,No,Prepaid card from transit agency,No,No,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Yes,No,NA,Yes,No,No,1,No,Yes,No,No,Yes,0
195,Three days a week,Cash,NA,NA,NA,"Yes, senior citizen discount",NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a bank branch or website,NA,Would like to use,Would not use,Would not use,Would like to use,Would not use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money",NA,Male,"$50,000 or more",Medi-Cal,NA,NA,Retired SSI,1,1,1,1,0,4,FALSE,Yes,No,No,No,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,No,Yes,NA,No,No,Yes,1,No,No,Yes,No,Yes,0
196,Five days a week,Prepaid card from transit agency,NA,Through an online transit agency account that is connected to my card,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,Yes,No,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Would not use,Would not use,Would not use,Would like to use,Not having wifi access,NA,NA,NA,Male,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,NA,1,1,1,0,0,3,FALSE,No,Prepaid card from transit agency,No,No,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,No,Yes,NA,Yes,No,No,1,No,Yes,No,No,Yes,0
